"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.440803250E0,-2.813698883E0,-8.983568573E0,2.758763123E0
3.450867250E0,-2.822680206E0,-8.752598877E0,2.727328491E0
3.460931250E0,-2.883154449E0,-8.537047119E0,2.313588867E0
3.470994250E0,-2.884950714E0,-8.295599213E0,1.596579895E0
3.481058250E0,-2.905757446E0,-8.095914459E0,7.240443420E-1
3.491122250E0,-2.988086243E0,-8.038733368E0,-6.765930176E-2
3.501185250E0,-3.033591614E0,-8.037685547E0,-6.776408386E-1
3.511249250E0,-3.036585388E0,-7.939489746E0,-1.155746613E0
3.521312250E0,-2.946323090E0,-7.756719818E0,-1.201701050E0
3.531376250E0,-2.798879700E0,-7.723488922E0,-1.120120697E0
3.541440250E0,-2.745889893E0,-7.993527374E0,-1.820813599E0
3.551503250E0,-2.358345795E0,-8.242010651E0,-1.597777405E0
3.561567250E0,-1.747915192E0,-8.433911591E0,-1.755699005E0
3.571630250E0,-1.129700775E0,-8.240513763E0,-2.746488647E0
3.581694250E0,-3.772155762E-1,-7.581733704E0,-4.406835938E0
3.591758250E0,2.409988403E-1,-6.702162781E0,-6.553372192E0
3.601821250E0,3.068618774E-1,-6.277196503E0,-7.711663513E0
3.611885250E0,-6.542893982E-1,-6.074967041E0,-6.471492462E0
3.621949250E0,-1.697619781E0,-5.192252655E0,-3.461102600E0
3.632012250E0,-2.785407715E0,-4.742737427E0,-1.319057007E0
3.642076250E0,-3.817960510E0,-4.484973450E0,6.526428223E-2
3.652139250E0,-4.555776215E0,-3.879183197E0,-2.058219910E-1
3.662203250E0,-4.536616058E0,-3.597169647E0,-2.134860535E0
3.672267250E0,-3.254382477E0,-4.252057800E0,-4.878654785E0
3.682330250E0,-1.206191711E0,-5.702691193E0,-7.940537567E0
3.692394250E0,3.857478333E-1,-7.362439728E0,-9.095086670E0
3.702457250E0,5.673202515E-1,-8.599317627E0,-8.486751709E0
3.712521250E0,7.532336426E-1,-9.658814392E0,-7.368277588E0
3.722585250E0,1.577868805E0,-1.024065445E1,-5.567372589E0
3.732648250E0,2.290087738E0,-1.019769379E1,-4.067192230E0
3.742712250E0,2.949316864E0,-9.436826019E0,-3.579057312E0
3.752775250E0,3.789819031E0,-7.636220398E0,-4.101470947E0
3.762839250E0,4.030368805E0,-5.056484985E0,-4.484823761E0
3.772903250E0,1.657353516E0,-1.802401886E0,-5.987997894E0
3.782966250E0,-2.763852539E0,1.183738403E0,-8.615484009E0
3.793030250E0,-5.522016907E0,2.673889618E0,-1.027972321E1
3.803093250E0,-6.272855530E0,1.305435333E0,-1.009111542E1
3.813157250E0,-5.992638245E0,-2.466720428E0,-9.958042145E0
3.823221250E0,-4.882995758E0,-6.082152100E0,-9.831555176E0
3.833284250E0,-3.050805817E0,-8.211923218E0,-9.900711365E0
3.843348250E0,-8.653504944E-1,-8.689430237E0,-9.953401794E0
3.853412250E0,1.785786438E-1,-7.243586884E0,-8.621621246E0
3.863475250E0,-2.227368164E-1,-5.464237061E0,-8.766819305E0
3.873539250E0,-1.497785339E0,-4.661905518E0,-9.916578369E0
3.883602250E0,-2.797233124E0,-4.642445984E0,-1.065214874E1
3.893666250E0,-3.384911041E0,-4.662055206E0,-1.138038437E1
3.903730250E0,-3.463198242E0,-4.583169250E0,-1.147079636E1
