"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.620914750E0,5.057103038E-1,-6.552423537E-2,5.428926945E-1
3.630871750E0,3.966335058E-1,-4.971430078E-2,4.212441444E-1
3.640828750E0,2.145654410E-1,-3.929654881E-2,2.943293452E-1
3.650785750E0,-4.333239049E-2,-1.345744580E-1,1.756311208E-1
3.660743750E0,-2.466647327E-1,-3.315221369E-1,6.728040427E-2
3.670700750E0,-4.036304057E-1,-4.776671231E-1,-8.673825860E-2
3.680657750E0,-5.170775652E-1,-4.900966287E-1,-2.659370303E-1
3.690614458E0,-5.980548859E-1,-4.160309434E-1,-4.181641638E-1
3.700571458E0,-7.073411942E-1,-3.340545893E-1,-5.450600386E-1
3.710528458E0,-8.571807146E-1,-2.915279567E-1,-6.419551373E-1
3.720485458E0,-1.056766033E0,-2.349222153E-1,-7.168238163E-1
3.730442458E0,-1.318496704E0,-1.438599527E-1,-7.681117654E-1
3.740399458E0,-1.552928090E0,-1.392958164E-1,-7.843346596E-1
3.750357458E0,-1.704334736E0,-2.160744220E-1,-7.841695547E-1
3.760314458E0,-1.771622419E0,-3.376905918E-1,-8.133527040E-1
3.770271458E0,-1.895915031E0,-3.433195651E-1,-9.120080471E-1
3.780228458E0,-2.149967194E0,-2.420765758E-1,-1.064211965E0
3.790185458E0,-2.401962996E0,-7.222606987E-2,-1.231324315E0
3.800142458E0,-2.559684992E0,2.641008198E-1,-1.349805593E0
3.810099458E0,-2.444779396E0,6.616569161E-1,-1.422263265E0
3.820056458E0,-2.415766954E0,9.789690971E-1,-1.478337765E0
3.830013458E0,-2.566440105E0,1.083239794E0,-1.594437480E0
3.839971458E0,-2.363130331E0,1.210787058E0,-1.830228925E0
3.849928458E0,-1.904832363E0,1.614864826E0,-2.066469669E0
