,X (m/s^2),Y (m/s^2),Z (m/s^2),X (rad/s),Y (rad/s),Z (rad/s),Subject,Activity
20,-8.583600311,0.9177415466,8.015381927,-0.1838552207,-0.06451000273,-0.2141631991,2,Pushups
21,-9.159602509,1.045725403,8.257578278,-0.2096841186,-0.06537277251,-0.2194095552,2,Pushups
22,-9.684261475,1.19227066,8.493338013,-0.2477942109,-0.05251130462,-0.2185195237,2,Pushups
23,-10.07704468,1.307680664,8.672515411,-0.2854035795,-0.05671969056,-0.2387408018,2,Pushups
24,-10.35396881,1.371747437,8.800050201,-0.3321071863,-0.0690844804,-0.2767190635,2,Pushups
25,-10.58987823,1.355131989,8.90198822,-0.3720226288,-0.1177832335,-0.2742546499,2,Pushups
26,-10.75169174,1.187929688,9.002279663,-0.4097500145,-0.1165816113,-0.2729465067,2,Pushups
27,-10.54093002,0.9134005737,9.092242584,-0.4336588681,-0.09586375207,-0.2892950177,2,Pushups
28,-10.18077896,0.6225553894,9.172625427,-0.4394672215,-0.09199924022,-0.3129920959,2,Pushups
29,-9.972412262,0.4827461243,9.266929321,-0.4205993712,-0.08189896494,-0.3345950544,2,Pushups
30,-9.864486694,0.6068380737,9.3654245,-0.3983515799,-0.0712979883,-0.349668026,2,Pushups
31,-9.78425354,0.8581654358,9.216334534,-0.3989613056,-0.04514106363,-0.3632680774,2,Pushups
