"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.136340667E0,-1.156195679E0,-6.465355225E0,-2.993774414E-3
3.146297667E0,1.553768921E-1,-4.593797150E0,-5.269042969E-2
3.156254667E0,1.748663635E0,-2.975811768E0,-5.391787720E-1
3.166211667E0,3.037932587E0,-1.780397644E0,-8.300239563E-1
3.176168667E0,3.870650940E0,-9.217831421E-1,-9.285191345E-1
3.186126667E0,3.997586975E0,-1.032852173E-1,-8.806187439E-1
3.196083667E0,3.980073395E0,6.358776855E-1,-7.899073792E-1
3.206040667E0,4.159699860E0,6.857240295E-1,-3.402424622E-1
3.215997667E0,3.912713470E0,4.158352661E-1,5.057981873E-1
3.225954667E0,2.886896667E0,-1.109193420E-1,6.333329773E-1
3.235911667E0,1.416504364E0,-9.951306152E-1,-6.400689697E-1
3.245869667E0,-5.361849976E-1,-1.393302612E0,-2.673440552E0
3.255826667E0,-1.694476318E0,-1.308728485E0,-4.034260712E0
3.265783667E0,-2.078427887E0,-1.189127197E0,-3.399131470E0
3.275740667E0,-1.702559509E0,-1.044677582E0,-9.919871521E-1
3.285697667E0,-8.523275757E-1,-9.117539978E-1,6.080355835E-1
3.295655667E0,-2.859054565E-2,-1.083147583E0,7.752378845E-1
3.305612667E0,6.828799438E-1,-1.770967255E0,7.222480774E-1
3.315569667E0,1.553469543E0,-3.103346558E0,6.471043396E-1
3.325526667E0,2.245480499E0,-5.079986115E0,5.710624695E-1
3.335483667E0,2.337688751E0,-7.826325073E0,2.041754150E-1
3.345440667E0,1.833237762E0,-1.137514526E1,-8.339158630E-1
3.355398667E0,1.461710358E0,-1.530342636E1,-1.923200684E0
3.365355667E0,9.400451660E-1,-1.935190750E1,-1.864373016E0
3.375312667E0,-3.475772095E-1,-2.266347107E1,-1.020278320E0
3.385269667E0,-2.434986420E0,-2.288066940E1,-4.516108704E-1
3.395226667E0,-3.108136597E0,-1.957180023E1,1.975891113E-2
3.405184667E0,-2.180964661E-1,-1.921748703E1,-5.113366699E-1
3.415141667E0,3.519780579E0,-2.078068634E1,-2.383792877E0
3.425098667E0,6.163732452E0,-2.189407104E1,-3.456611938E0
3.435055667E0,5.248086548E0,-2.293635361E1,-3.622317352E0
3.445012667E0,3.040926361E0,-2.314127747E1,-2.973267059E0
3.454969667E0,1.429527283E0,-2.237666748E1,-1.861678619E0
3.464927667E0,-4.321513367E-1,-2.139934982E1,-1.028062134E0
3.474884667E0,-1.450633392E0,-1.992476624E1,-1.453627167E0
3.484841667E0,-1.348845062E0,-1.804138275E1,-2.238744507E0
3.494798667E0,-8.759783936E-1,-1.614886826E1,-2.521805878E0
3.504755667E0,3.038681030E-2,-1.420845337E1,-2.310295715E0
3.514713667E0,1.210083618E0,-1.249751129E1,-1.978585510E0
