"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.396750500E0,2.673833966E-1,1.724813432E-1,1.699796021E-1
3.406814500E0,2.288426757E-1,5.965492502E-2,1.911655962E-1
3.416877500E0,2.293993235E-1,-1.145932898E-1,2.465907335E-1
3.426941500E0,2.241355777E-1,-2.903169096E-1,2.964059412E-1
3.437004500E0,1.705764234E-1,-4.393026829E-1,2.974211872E-1
3.447067500E0,8.563277870E-2,-5.156837702E-1,2.574870884E-1
3.457131500E0,1.157557312E-2,-4.715399444E-1,1.912753880E-1
3.467194500E0,-3.860876709E-2,-3.466510177E-1,9.465537220E-2
3.477257500E0,-6.792507321E-2,-1.823344380E-1,-1.844612323E-2
3.487321500E0,-8.747267723E-2,7.769451477E-3,-1.213661134E-1
3.497384500E0,-1.008531675E-1,1.776954681E-1,-1.837415993E-1
3.507447500E0,-1.088943183E-1,2.586707473E-1,-2.042934746E-1
3.517511500E0,-1.330731958E-1,2.489501834E-1,-2.091008127E-1
3.527574500E0,-1.653525680E-1,2.225100696E-1,-2.113637030E-1
3.537638500E0,-2.062544674E-1,1.718452871E-1,-2.088259757E-1
3.547701500E0,-2.409610450E-1,1.117880866E-1,-1.967120618E-1
3.557764500E0,-2.657555640E-1,5.798660219E-2,-1.863319278E-1
3.567828500E0,-2.891556919E-1,1.772652566E-2,-1.898606122E-1
3.577891500E0,-3.092117310E-1,-2.610870823E-2,-1.860513240E-1
3.587954500E0,-3.281212449E-1,-8.939207345E-2,-1.782842129E-1
3.598018500E0,-3.521631956E-1,-1.257389337E-1,-1.758777499E-1
3.608081500E0,-3.840662837E-1,-1.122819856E-1,-1.753890514E-1
3.618145500E0,-4.253140986E-1,-6.732872128E-2,-1.769668162E-1
3.628208500E0,-4.561093152E-1,5.900755525E-3,-1.849150211E-1
3.638271500E0,-4.634332657E-1,9.480945766E-2,-1.945137829E-1
3.648335500E0,-4.644497931E-1,1.716264784E-1,-2.130275369E-1
3.658398500E0,-4.559247196E-1,2.139408141E-1,-2.307314724E-1
3.668461500E0,-4.525054693E-1,2.147908956E-1,-2.521408796E-1
3.678525500E0,-4.420142472E-1,2.057926059E-1,-2.791182399E-1
3.688588500E0,-4.333102405E-1,1.959671378E-1,-3.032552600E-1
3.698652500E0,-4.412581623E-1,1.946128905E-1,-3.244887292E-1
3.708715500E0,-4.588605762E-1,2.177632153E-1,-3.380160034E-1
3.718778500E0,-4.731482267E-1,2.721891403E-1,-3.448075354E-1
3.728842500E0,-4.816205502E-1,3.264827430E-1,-3.459721208E-1
3.738905500E0,-4.770041704E-1,3.616287708E-1,-3.506473601E-1
3.748968500E0,-4.733210206E-1,3.728382885E-1,-3.568874300E-1
3.759032500E0,-4.537066221E-1,3.827279210E-1,-3.651502132E-1
3.769095500E0,-4.364421666E-1,3.881312013E-1,-3.654359579E-1
3.779159500E0,-4.274603724E-1,3.695692122E-1,-3.648690879E-1
3.789222500E0,-4.303792119E-1,3.138220608E-1,-3.538998067E-1
